,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
86,4dmh3OPtAhbEybhGoOG9TE,0.798,0.624,7,-7.249,0.391,0.417,1.01e-05,0.34,0.347,89.02
87,3oZ9m3inVCzg91r2CHQcBr,0.299,0.93,9,-3.038,0.0586,1.73e-05,0.0,0.246,0.403,162.903
88,6lBURt1UFL0VHV7tiUNJ3c,0.631,0.854,0,-5.986,0.0376,0.0644,4.43e-06,0.287,0.583,116.104
89,4ZRtTVuqWKDAVyHxySfgrX,0.768,0.775,11,-7.623,0.186,0.174,0.0,0.387,0.623,101.799
90,5qlmB5wVFkUWOhTkS2L3XF,0.625,0.871,9,-3.995,0.0398,0.00233,0.0,0.103,0.84,149.082
91,6cqxDqWwB9o3j3eHMSV2mA,0.502,0.677,1,-6.466,0.0293,0.00416,7.21e-06,0.0796,0.403,142.039
92,4vO9dmzNRqDhFY3jD1a3P7,0.581,0.624,9,-8.346,0.0777,0.0987,0.0,0.0411,0.637,139.714
93,6uCmU6ldcsVpLAKNCojVg8,0.583,0.862,4,-4.387,0.0575,0.0468,0.0,0.256,0.422,105.998
94,6vVeogbozV20zRhRLbWj9j,0.555,0.952,4,-2.311,0.0291,0.0196,0.026,0.333,0.85,136.116
95,7cX4PJz1old9fyFI8RlfgW,0.543,0.917,1,-3.391,0.0444,0.00572,7.76e-05,0.104,0.329,132.246
96,1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,0.0613,0.0708,0.00545,0.127,0.942,123.118
97,1Xccd7M3iAT1sUu68pOZU0,0.408,0.933,9,-5.256,0.057,0.0126,1.62e-05,0.12,0.668,176.178
98,7oAwy1WGeju5TT9fIRXwAT,0.621,0.924,1,-3.435,0.0424,0.00181,0.119,0.0912,0.643,148.017
99,273gNDaG3xT0ulMx4Vct6M,0.845,0.7,8,-6.025,0.0504,0.208,0.0,0.166,0.892,145.892
100,0sll2PXvdsst1w51S2TsHN,0.153,0.783,10,-6.042,0.0457,0.000368,0.0111,0.227,0.295,171.397
101,6HLMC8SZVCjGgg7pzdjMsG,0.447,0.748,2,-6.126,0.0327,0.00514,9.98e-05,0.104,0.415,89.985
102,6zQyu8L8yUuJkl6LbQ6iKU,0.616,0.88,1,-3.59,0.042,0.0521,0.000717,0.0539,0.751,94.011
103,7Jh1bpe76CNTCgdgAdBw4Z,0.489,0.758,7,-6.491,0.0297,0.000678,0.49,0.092,0.435,112.113
104,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
105,5qNkZdbdfL9tQm1ppZmUrW,0.703,0.83,8,-3.028,0.0327,0.32,0.0,0.364,0.597,109.958
106,2LawezPeJhN4AWuSB0GtAU,0.741,0.697,0,-7.028,0.0277,0.0664,2.28e-05,0.133,0.774,116.109
107,7i95ALsry8aEQIGSEp7lqQ,0.582,0.803,10,-6.985,0.0498,0.018,0.00166,0.407,0.829,96.067
108,6CryGd6wVcpWf5J5qH7cvZ,0.242,0.964,2,-3.847,0.359,0.0787,0.00455,0.205,0.404,137.651
