,track_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
262,3AqPL1n1wKc5DVFFnYuJhp,0.264,0.128,9,-15.443,0.034,0.885,0.352,0.105,0.0774,148.499
263,4iA8OM01edxYtdkrQ4vZM2,0.659,0.213,0,-12.995,0.0431,0.898,0.0,0.169,0.67,72.457
264,2qxmye6gAegTMjLKEBoR3d,0.652,0.557,1,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073
265,5hnyJvgoWiQUYZttV4wXy6,0.56,0.595,9,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011
266,2mei1NCzlPpkh98PzEqc4N,0.204,0.0228,0,-16.438,0.0446,0.958,0.945,0.114,0.0676,70.874
267,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0.121,0.312,0.0,0.179,0.464,147.997
268,5uCax9HTNlzGybIStD3vDh,0.358,0.557,10,-7.398,0.059,0.695,0.0,0.0902,0.494,85.043
269,4T2zre0jqstNJ5Gt0WG9lz,0.468,0.13,1,-18.031,0.0571,0.454,0.927,0.0819,0.0362,115.039
270,7n5LJO27QLW54MmCU8ok2e,0.754,0.448,0,-9.52,0.0385,0.639,7.03e-05,0.315,0.191,120.115
271,3i5qVV8azKqGFK4Gzdt5YS,0.551,0.386,0,-10.22,0.132,0.659,0.0,0.125,0.245,116.409
272,1MHb9ROmrgyGvPXx68i04u,0.598,0.183,9,-13.487,0.0304,0.535,6.24e-05,0.129,0.0796,137.035
273,77MdvMx9L4ZQuLhhn3o21h,0.429,0.486,1,-9.971,0.101,0.866,0.0,0.0982,0.661,146.99
274,5NtmfJwkA0AXsp2WWHviPn,0.568,0.238,9,-11.111,0.0457,0.907,8.21e-06,0.135,0.563,137.958
275,4VXIryQMWpIdGgYR4TrjT1,0.671,0.529,0,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989
276,7t3Xdbufg7q2onVsR8RBdY,0.584,0.408,1,-7.356,0.0461,0.476,0.0,0.18,0.333,115.129
277,7Ko1ZXgGku1hjFH7LIfD33,0.44,0.227,7,-15.486,0.0459,0.772,0.00144,0.0951,0.0844,132.354
278,1sFbPuShR6R8v6vSMkx02x,0.378,0.311,0,-10.012,0.0285,0.77,0.00183,0.0809,0.0767,56.993
279,6z6OFc8qYsqUBSOWta3nLV,0.437,0.184,1,-17.667,0.0313,0.72,0.00253,0.113,0.247,80.088
280,0JzG1wJuB4v9UPkSE7LMXi,0.228,0.427,0,-8.739,0.0363,0.752,0.0167,0.592,0.192,180.345
281,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,8,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93
282,7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0.135,0.731,0.0,0.696,0.348,144.026
283,0D2xguFRqCF0OUqXCkqrpU,0.407,0.317,10,-7.895,0.0429,0.845,2.66e-06,0.139,0.216,81.899
284,72HyixZAVyNR3Ljiuumgyo,0.385,0.238,5,-8.255,0.0309,0.914,1.59e-05,0.0969,0.206,150.729
285,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094
286,10nyNJ6zNy2YVYLrcwLccB,0.255,0.393,5,-10.654,0.0278,0.0577,0.00361,0.113,0.118,76.426
287,55XrFge2dEZwYzNl128DwN,0.753,0.355,8,-13.295,0.0898,0.48,0.87,0.122,0.506,111.863
288,7kYRgu1vC5sKzTSRQlCGzk,0.322,0.0347,8,-33.43,0.0353,0.98,0.786,0.103,0.0891,79.322
289,1H3Q48ARz2ZEwbOl6s53Mq,0.504,0.401,0,-10.016,0.0958,0.805,0.00596,0.155,0.243,114.95
290,4nyF5lmSziBAt7ESAUjpbx,0.445,0.455,7,-6.405,0.0575,0.731,1.47e-06,0.124,0.151,109.885
291,1hrvg113cwgp5DUPX8rfEt,0.654,0.547,6,-6.464,0.212,0.167,0.0,0.111,0.204,169.886
292,30LvnsFly9MIrnVjqxZD9U,0.839,0.44,0,-10.349,0.0827,0.39,0.000151,0.134,0.209,140.032
293,1zejeOnykpCoyVSit6Bwp3,0.443,0.298,0,-12.181,0.0644,0.388,1e-05,0.103,0.172,77.253
294,5hnGrTBaEsdukpDF6aZg8a,0.4,0.641,8,-6.303,0.0674,0.214,0.0,0.0656,0.393,81.552
295,3ZBeHiRJUj1vdiU8zzGPgb,0.378,0.334,1,-10.993,0.304,0.776,0.0,0.115,0.496,181.296
296,3l6hMXkPEowM2OC625fwdZ,0.488,0.442,9,-7.247,0.0291,0.34,0.0107,0.111,0.0502,116.024
297,50x1Ic8CaXkYNvjmxe3WXy,0.593,0.352,4,-8.296,0.0284,0.695,2.22e-05,0.3,0.226,119.988
298,51Grh1RyUDcMBbpuyUIUHI,0.483,0.129,5,-20.149,0.0349,0.947,0.145,0.106,0.203,137.35
299,5enHB2BlbAIXJi6wpmMbr3,0.749,0.569,10,-5.585,0.0409,0.207,0.00023,0.0861,0.388,110.052
300,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,0.05,0.785,0.0,0.0906,0.0823,124.148
301,4CxFN5zON70B3VOPBYbd6P,0.561,0.0848,2,-15.099,0.0404,0.913,2.62e-05,0.112,0.206,102.128
302,2WflE1cb7OS5pugXBpBik6,0.573,0.327,1,-12.064,0.0325,0.549,0.0,0.149,0.216,77.907
303,21dpBHPTV7ythCHBI6Slcw,0.405,0.279,10,-8.099,0.0334,0.881,0.0,0.0933,0.256,119.85
304,1j4kHkkpqZRBwE0A4CN4Yv,0.259,0.437,11,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042
305,6Uwi2Qk3H7fM4b4W4ExrAp,0.508,0.417,10,-9.632,0.0296,0.77,0.0928,0.0887,0.483,134.944
